complaint_id,fraud_timestamp,filed_at,victim_pin,victim_district,victim_state,fraud_type,amount_defrauded,bank_mentioned,complaint_text,status,ncrb_motive_total,ncrb_hist_total_2019_2021,ncrb_trend_2019_2021,ncrb_crime_rate_2022,ncrb_chargesheet_rate_2022
COMP-2024-08898,2024-04-19 16:00:00,2024-04-19 18:46:00,417632,Lucknow,Uttar Pradesh,OTP_FRAUD,5304.62,KOTAK,"Someone called claiming to be from KOTAK and asked for my OTP, after which Rs 5,305 was transferred out of my account. Complainant: Priya Singh.",FILED,2639.0,123.0,-0.45098039215686275,171.6,76.1
COMP-2024-08899,2024-05-01 18:00:00,2024-05-01 18:49:00,836258,Chennai,Tamil Nadu,OTP_FRAUD,136938.75,BOB,"Someone called claiming to be from BOB and asked for my OTP, after which Rs 136,939 was transferred out of my account. Complainant: Sanjay Singh.",FILED,144.0,75.0,0.13333333333333333,252.8,70.7
COMP-2024-08900,2024-06-30 21:00:00,2024-06-30 21:50:00,538136,Mysuru,Karnataka,UPI_FRAUD,4238.87,AXIS,"I, Amit Gupta, received a UPI collect request I did not recognise and Rs 4,239 was debited from my AXIS account without my authorisation.",CASH_TRACED,1101.0,0.0,0.0,192.1,78.3
COMP-2024-08901,2024-02-13 08:00:00,2024-02-13 11:05:00,766868,Cuttack,Odisha,OTHER,8119.73,AXIS,"This is Sunita Singh. An unknown transaction of Rs 8,120 occurred on my AXIS account and I suspect fraud.",UNDER_INVESTIGATION,317.0,7.0,-1.0,311.2,77.9
COMP-2024-08902,2024-09-12 17:00:00,2024-09-12 21:11:00,230344,Kozhikode,Kerala,UPI_FRAUD,9254.56,BOB,"I, Amit Singh, received a UPI collect request I did not recognise and Rs 9,255 was debited from my BOB account without my authorisation.",UNDER_INVESTIGATION,283.0,21.0,0.0,661.0,96.0
COMP-2024-08903,2024-08-27 11:00:00,2024-08-27 14:37:00,989315,Daman,Dadra and Nagar Haveli and Daman and Diu,OTHER,953.73,ICICI,This is Neha Nair. An unknown transaction of Rs 954 occurred on my ICICI account and I suspect fraud.,CASH_TRACED,1.0,0.0,0.0,98.6,82.5
COMP-2024-08904,2024-09-05 19:00:00,2024-09-05 19:40:00,195027,Aligarh,Uttar Pradesh,INVESTMENT_FRAUD,5000000.0,PNB,"I invested Rs 5,000,000 through PNB into a trading platform recommended in a social media group and am now unable to withdraw. Reported by Anjali Singh.",CLOSED,2639.0,123.0,-0.45098039215686275,171.6,76.1
COMP-2024-08905,2024-01-15 14:00:00,2024-01-15 19:45:00,210923,Rajkot,Gujarat,OTP_FRAUD,10891.17,HDFC,"Someone called claiming to be from HDFC and asked for my OTP, after which Rs 10,891 was transferred out of my account. Complainant: Amit Mehta.",UNDER_INVESTIGATION,362.0,70.0,4.125,189.8,89.8
COMP-2024-08906,2024-04-16 14:00:00,2024-04-16 21:24:00,926360,Darjeeling,West Bengal,UPI_FRAUD,29307.44,AXIS,"I, Kavita Rao, received a UPI collect request I did not recognise and Rs 29,307 was debited from my AXIS account without my authorisation.",CLOSED,478.0,36.0,2.0,158.5,90.6
COMP-2024-08907,2024-11-11 19:00:00,2024-11-12 01:04:00,305229,Darjeeling,West Bengal,LOAN_SCAM,6200.94,BOB,"I, Anjali Patel, was asked to pay a processing fee of Rs 6,201 through BOB for an instant loan app that never disbursed any loan.",CLOSED,478.0,36.0,2.0,158.5,90.6
COMP-2024-08908,2024-11-10 17:00:00,2024-11-10 19:05:00,586003,West Tripura,Tripura,OTP_FRAUD,11328.69,UNION,"Someone called claiming to be from UNION and asked for my OTP, after which Rs 11,329 was transferred out of my account. Complainant: Anjali Reddy.",FILED,8.0,1.0,-1.0,88.7,73.1
COMP-2024-08909,2024-11-06 14:00:00,2024-11-06 15:53:00,170128,Puducherry,Puducherry,JOB_SCAM,10068.7,AXIS,"I, Anjali Gupta, paid Rs 10,069 as a registration fee for a work-from-home job offer via AXIS and the recruiter has since stopped responding.",UNDER_INVESTIGATION,2.0,0.0,0.0,199.7,91.3
COMP-2024-08910,2024-11-15 09:00:00,2024-11-15 14:27:00,788345,Silvassa,Dadra and Nagar Haveli and Daman and Diu,LOAN_SCAM,5557.97,HDFC,"I, Vikram Rao, was asked to pay a processing fee of Rs 5,558 through HDFC for an instant loan app that never disbursed any loan.",FILED,1.0,0.0,0.0,98.6,82.5
COMP-2024-08911,2024-02-02 18:00:00,2024-02-02 22:54:00,501991,Kangra,Himachal Pradesh,KYC_SCAM,6813.74,KOTAK,"I got a call saying my KOTAK KYC will expire and after sharing OTP Rs 6,814 was withdrawn. This is Sunita Nair reporting the incident.",CASH_TRACED,31.0,0.0,0.0,177.8,82.9
COMP-2024-08912,2024-04-06 17:00:00,2024-04-06 21:29:00,424444,Bikaner,Rajasthan,KYC_SCAM,11010.91,SBI,"I got a call saying my SBI KYC will expire and after sharing OTP Rs 11,011 was withdrawn. This is Arjun Rao reporting the incident.",FILED,941.0,90.0,2.0,293.5,49.8
COMP-2024-08913,2024-04-20 19:00:00,2024-04-21 02:06:00,135143,Gomati,Tripura,KYC_SCAM,19732.07,UNION,"I got a call saying my UNION KYC will expire and after sharing OTP Rs 19,732 was withdrawn. This is Neha Reddy reporting the incident.",FILED,8.0,1.0,-1.0,88.7,73.1
COMP-2024-08914,2024-03-28 19:00:00,2024-03-29 00:02:00,558104,Vadodara,Gujarat,LOAN_SCAM,44071.82,IDBI,"I, Deepa Nair, was asked to pay a processing fee of Rs 44,072 through IDBI for an instant loan app that never disbursed any loan.",FILED,362.0,70.0,4.125,189.8,89.8
COMP-2024-08915,2024-06-10 22:00:00,2024-06-11 00:08:00,206971,West Delhi,Delhi,KYC_SCAM,3997.23,SBI,"I got a call saying my SBI KYC will expire and after sharing OTP Rs 3,997 was withdrawn. This is Amit Iyer reporting the incident.",FILED,98.0,5.0,-1.0,1424.1,30.2
COMP-2024-08916,2024-03-11 15:00:00,2024-03-11 15:31:00,897965,South Goa,Goa,OTP_FRAUD,4436.27,AXIS,"Someone called claiming to be from AXIS and asked for my OTP, after which Rs 4,436 was transferred out of my account. Complainant: Arjun Mehta.",FILED,31.0,0.0,0.0,172.8,75.9
COMP-2024-08917,2024-09-12 11:00:00,2024-09-12 18:19:00,352655,Darjeeling,West Bengal,KYC_SCAM,20170.51,BOB,"I got a call saying my BOB KYC will expire and after sharing OTP Rs 20,171 was withdrawn. This is Neha Verma reporting the incident.",CLOSED,478.0,36.0,2.0,158.5,90.6
COMP-2024-08918,2024-09-01 14:00:00,2024-09-01 14:16:00,669485,Gautam Buddh Nagar,Uttar Pradesh,KYC_SCAM,24496.55,ICICI,"I got a call saying my ICICI KYC will expire and after sharing OTP Rs 24,497 was withdrawn. This is Rahul Rao reporting the incident.",CLOSED,2639.0,123.0,-0.45098039215686275,171.6,76.1
COMP-2024-08919,2024-06-05 17:00:00,2024-06-05 18:10:00,837984,Kozhikode,Kerala,KYC_SCAM,1689.29,AXIS,"I got a call saying my AXIS KYC will expire and after sharing OTP Rs 1,689 was withdrawn. This is Sunita Rao reporting the incident.",UNDER_INVESTIGATION,283.0,21.0,0.0,661.0,96.0
COMP-2024-08920,2024-06-27 17:00:00,2024-06-27 23:57:00,667934,Gomati,Tripura,UPI_FRAUD,3482.56,BOB,"I, Neha Sharma, received a UPI collect request I did not recognise and Rs 3,483 was debited from my BOB account without my authorisation.",CASH_TRACED,8.0,1.0,-1.0,88.7,73.1
COMP-2024-08921,2024-12-24 16:00:00,2024-12-24 22:05:00,523161,Belagavi,Karnataka,KYC_SCAM,46738.35,SBI,"I got a call saying my SBI KYC will expire and after sharing OTP Rs 46,738 was withdrawn. This is Pooja Mehta reporting the incident.",UNDER_INVESTIGATION,1101.0,0.0,0.0,192.1,78.3
COMP-2024-08922,2024-02-02 14:00:00,2024-02-02 21:05:00,115293,Belagavi,Karnataka,UPI_FRAUD,171954.82,PNB,"I, Vikram Verma, received a UPI collect request I did not recognise and Rs 171,955 was debited from my PNB account without my authorisation.",UNDER_INVESTIGATION,1101.0,0.0,0.0,192.1,78.3
COMP-2024-08923,2024-09-12 20:00:00,2024-09-13 02:37:00,485785,Nagpur,Maharashtra,UPI_FRAUD,15923.75,BOB,"I, Pooja Patel, received a UPI collect request I did not recognise and Rs 15,924 was debited from my BOB account without my authorisation.",FILED,2380.0,87.0,-0.18181818181818182,297.5,75.3
COMP-2024-08924,2024-07-20 19:00:00,2024-07-20 23:54:00,781864,Itanagar (Papum Pare),Arunachal Pradesh,UPI_FRAUD,10744.15,ICICI,"I, Suresh Patel, received a UPI collect request I did not recognise and Rs 10,744 was debited from my ICICI account without my authorisation.",UNDER_INVESTIGATION,4.0,0.0,0.0,148.8,47.2
COMP-2024-08925,2024-01-26 19:00:00,2024-01-26 20:58:00,362905,Panipat,Haryana,UPI_FRAUD,13945.76,PNB,"I, Arjun Kumar, received a UPI collect request I did not recognise and Rs 13,946 was debited from my PNB account without my authorisation.",CLOSED,401.0,7.0,0.0,418.6,43.3
COMP-2024-08926,2024-12-17 21:00:00,2024-12-18 00:48:00,458535,Dehradun,Uttarakhand,OTHER,21950.99,ICICI,"This is Priya Patel. An unknown transaction of Rs 21,951 occurred on my ICICI account and I suspect fraud.",CASH_TRACED,62.0,18.0,-0.5,146.8,71.5
COMP-2024-08927,2024-01-16 17:00:00,2024-01-16 23:24:00,690678,South Goa,Goa,UPI_FRAUD,11052.04,ICICI,"I, Deepa Mehta, received a UPI collect request I did not recognise and Rs 11,052 was debited from my ICICI account without my authorisation.",CLOSED,31.0,0.0,0.0,172.8,75.9
COMP-2024-08928,2024-03-17 21:00:00,2024-03-18 01:35:00,280020,Hisar,Haryana,OTP_FRAUD,45017.16,UNION,"Someone called claiming to be from UNION and asked for my OTP, after which Rs 45,017 was transferred out of my account. Complainant: Kavita Patel.",UNDER_INVESTIGATION,401.0,7.0,0.0,418.6,43.3
COMP-2024-08929,2024-10-18 22:00:00,2024-10-19 01:30:00,374263,Kavaratti,Lakshadweep,KYC_SCAM,34454.94,BOB,"I got a call saying my BOB KYC will expire and after sharing OTP Rs 34,455 was withdrawn. This is Kavita Nair reporting the incident.",UNDER_INVESTIGATION,0.0,0.0,0.0,92.8,73.5
COMP-2024-08930,2024-08-18 19:00:00,2024-08-18 21:40:00,761304,Gomati,Tripura,UPI_FRAUD,17514.86,ICICI,"I, Deepa Rao, received a UPI collect request I did not recognise and Rs 17,515 was debited from my ICICI account without my authorisation.",UNDER_INVESTIGATION,8.0,1.0,-1.0,88.7,73.1
COMP-2024-08931,2024-10-10 15:00:00,2024-10-10 20:49:00,253649,Jamshedpur (East Singhbhum),Jharkhand,UPI_FRAUD,10785.55,SBI,"I, Neha Nair, received a UPI collect request I did not recognise and Rs 10,786 was debited from my SBI account without my authorisation.",UNDER_INVESTIGATION,259.0,28.0,-0.45454545454545453,124.5,58.2
COMP-2024-08932,2024-11-26 19:00:00,2024-11-27 02:40:00,192684,Karimnagar,Telangana,UPI_FRAUD,4101.72,SBI,"I, Sunita Nair, received a UPI collect request I did not recognise and Rs 4,102 was debited from my SBI account without my authorisation.",UNDER_INVESTIGATION,593.0,119.0,1.0434782608695652,400.1,79.1
COMP-2024-08933,2024-05-29 10:00:00,2024-05-29 11:54:00,521255,Ghaziabad,Uttar Pradesh,KYC_SCAM,30372.03,HDFC,"I got a call saying my HDFC KYC will expire and after sharing OTP Rs 30,372 was withdrawn. This is Anjali Sharma reporting the incident.",FILED,2639.0,123.0,-0.45098039215686275,171.6,76.1
COMP-2024-08934,2024-11-14 22:00:00,2024-11-14 22:51:00,387810,North Goa,Goa,KYC_SCAM,36721.8,SBI,"I got a call saying my SBI KYC will expire and after sharing OTP Rs 36,722 was withdrawn. This is Vikram Joshi reporting the incident.",UNDER_INVESTIGATION,31.0,0.0,0.0,172.8,75.9
COMP-2024-08935,2024-05-02 19:00:00,2024-05-02 20:10:00,691771,Jorhat,Assam,OTP_FRAUD,3816.69,KOTAK,"Someone called claiming to be from KOTAK and asked for my OTP, after which Rs 3,817 was transferred out of my account. Complainant: Neha Joshi.",UNDER_INVESTIGATION,696.0,465.0,2.451923076923077,167.1,32.6
COMP-2024-08936,2024-05-21 18:00:00,2024-05-21 19:00:00,225083,North Delhi,Delhi,KYC_SCAM,65302.85,BOB,"I got a call saying my BOB KYC will expire and after sharing OTP Rs 65,303 was withdrawn. This is Arjun Singh reporting the incident.",FILED,98.0,5.0,-1.0,1424.1,30.2
COMP-2024-08937,2024-11-12 11:00:00,2024-11-12 12:26:00,802650,Bhagalpur,Bihar,OTP_FRAUD,8255.34,BOB,"Someone called claiming to be from BOB and asked for my OTP, after which Rs 8,255 was transferred out of my account. Complainant: Neha Sharma.",FILED,309.0,5.0,-0.6666666666666666,168.1,75.4
COMP-2024-08938,2024-10-06 08:00:00,2024-10-06 08:23:00,612489,Nagpur,Maharashtra,UPI_FRAUD,32110.99,PNB,"I, Pooja Sharma, received a UPI collect request I did not recognise and Rs 32,111 was debited from my PNB account without my authorisation.",FILED,2380.0,87.0,-0.18181818181818182,297.5,75.3
COMP-2024-08939,2024-12-03 11:00:00,2024-12-03 16:09:00,480196,Haridwar,Uttarakhand,OTP_FRAUD,14136.84,HDFC,"Someone called claiming to be from HDFC and asked for my OTP, after which Rs 14,137 was transferred out of my account. Complainant: Amit Patel.",CLOSED,62.0,18.0,-0.5,146.8,71.5
COMP-2024-08940,2024-08-28 15:00:00,2024-08-28 17:29:00,888838,West Sikkim,Sikkim,LOAN_SCAM,14490.34,ICICI,"I, Ravi Reddy, was asked to pay a processing fee of Rs 14,490 through ICICI for an instant loan app that never disbursed any loan.",UNDER_INVESTIGATION,1.0,0.0,0.0,80.3,55.5
COMP-2024-08941,2024-08-16 20:00:00,2024-08-17 00:01:00,485583,Silchar (Cachar),Assam,KYC_SCAM,123376.19,KOTAK,"I got a call saying my KOTAK KYC will expire and after sharing OTP Rs 123,376 was withdrawn. This is Kavita Patel reporting the incident.",UNDER_INVESTIGATION,696.0,465.0,2.451923076923077,167.1,32.6
COMP-2024-08942,2024-10-17 18:00:00,2024-10-18 00:51:00,607420,Amritsar,Punjab,UPI_FRAUD,13314.08,PNB,"I, Pooja Kumar, received a UPI collect request I did not recognise and Rs 13,314 was debited from my PNB account without my authorisation.",CLOSED,102.0,31.0,0.5,142.9,66.4
COMP-2024-08943,2024-05-08 09:00:00,2024-05-08 12:48:00,830491,West Garo Hills,Meghalaya,OTP_FRAUD,5018.34,SBI,"Someone called claiming to be from SBI and asked for my OTP, after which Rs 5,018 was transferred out of my account. Complainant: Amit Sharma.",FILED,39.0,3.0,0.0,87.6,26.9
COMP-2024-08944,2024-11-22 16:00:00,2024-11-22 22:04:00,984494,Cuttack,Odisha,UPI_FRAUD,23036.66,AXIS,"I, Arjun Nair, received a UPI collect request I did not recognise and Rs 23,037 was debited from my AXIS account without my authorisation.",UNDER_INVESTIGATION,317.0,7.0,-1.0,311.2,77.9
COMP-2024-08945,2024-05-04 21:00:00,2024-05-05 03:58:00,898508,East Delhi,Delhi,OTP_FRAUD,75500.89,BOB,"Someone called claiming to be from BOB and asked for my OTP, after which Rs 75,501 was transferred out of my account. Complainant: Vikram Patel.",UNDER_INVESTIGATION,98.0,5.0,-1.0,1424.1,30.2
COMP-2024-08946,2024-03-14 20:00:00,2024-03-15 01:08:00,199504,Dehradun,Uttarakhand,LOAN_SCAM,11590.56,IDBI,"I, Manoj Joshi, was asked to pay a processing fee of Rs 11,591 through IDBI for an instant loan app that never disbursed any loan.",UNDER_INVESTIGATION,62.0,18.0,-0.5,146.8,71.5
COMP-2024-08947,2024-06-24 08:00:00,2024-06-24 09:10:00,168566,Panipat,Haryana,UPI_FRAUD,33896.84,CANARA,"I, Manoj Patel, received a UPI collect request I did not recognise and Rs 33,897 was debited from my CANARA account without my authorisation.",FILED,401.0,7.0,0.0,418.6,43.3
COMP-2024-08948,2024-07-27 22:00:00,2024-07-28 03:15:00,901884,Varanasi,Uttar Pradesh,LOAN_SCAM,28322.56,ICICI,"I, Priya Mehta, was asked to pay a processing fee of Rs 28,323 through ICICI for an instant loan app that never disbursed any loan.",UNDER_INVESTIGATION,2639.0,123.0,-0.45098039215686275,171.6,76.1
COMP-2024-08949,2024-11-24 19:00:00,2024-11-24 23:19:00,281926,Vijayawada (NTR),Andhra Pradesh,UPI_FRAUD,40449.68,KOTAK,"I, Sunita Nair, received a UPI collect request I did not recognise and Rs 40,450 was debited from my KOTAK account without my authorisation.",UNDER_INVESTIGATION,616.0,111.0,0.3235294117647059,299.0,86.5
COMP-2024-08950,2024-11-18 14:00:00,2024-11-18 14:41:00,917047,Tirupati,Andhra Pradesh,UPI_FRAUD,37044.17,KOTAK,"I, Pooja Verma, received a UPI collect request I did not recognise and Rs 37,044 was debited from my KOTAK account without my authorisation.",UNDER_INVESTIGATION,616.0,111.0,0.3235294117647059,299.0,86.5
COMP-2024-08951,2024-06-23 09:00:00,2024-06-23 16:38:00,358803,Pune,Maharashtra,UPI_FRAUD,2424.27,UNION,"I, Anjali Verma, received a UPI collect request I did not recognise and Rs 2,424 was debited from my UNION account without my authorisation.",FILED,2380.0,87.0,-0.18181818181818182,297.5,75.3
COMP-2024-08952,2024-04-25 15:00:00,2024-04-25 16:41:00,788077,Lunglei,Mizoram,LOAN_SCAM,26643.69,CANARA,"I, Priya Joshi, was asked to pay a processing fee of Rs 26,644 through CANARA for an instant loan app that never disbursed any loan.",FILED,1.0,2.0,0.0,291.6,58.0
COMP-2024-08953,2024-08-09 10:00:00,2024-08-09 14:32:00,805949,Chandigarh,Chandigarh,KYC_SCAM,8174.3,HDFC,"I got a call saying my HDFC KYC will expire and after sharing OTP Rs 8,174 was withdrawn. This is Neha Reddy reporting the incident.",CASH_TRACED,26.0,1.0,0.0,240.5,54.4
COMP-2024-08954,2024-12-19 10:00:00,2024-12-19 13:28:00,179778,Silchar (Cachar),Assam,UPI_FRAUD,50641.93,BOB,"I, Deepa Mehta, received a UPI collect request I did not recognise and Rs 50,642 was debited from my BOB account without my authorisation.",UNDER_INVESTIGATION,696.0,465.0,2.451923076923077,167.1,32.6
COMP-2024-08955,2024-01-22 15:00:00,2024-01-22 18:05:00,645872,Bikaner,Rajasthan,LOAN_SCAM,62695.26,ICICI,"I, Manoj Patel, was asked to pay a processing fee of Rs 62,695 through ICICI for an instant loan app that never disbursed any loan.",UNDER_INVESTIGATION,941.0,90.0,2.0,293.5,49.8
COMP-2024-08956,2024-12-14 14:00:00,2024-12-14 16:40:00,561675,Salem,Tamil Nadu,INVESTMENT_FRAUD,1006330.56,BOB,"I invested Rs 1,006,331 through BOB into a trading platform recommended in a social media group and am now unable to withdraw. Reported by Priya Mehta.",FILED,144.0,75.0,0.13333333333333333,252.8,70.7
COMP-2024-08957,2024-09-13 14:00:00,2024-09-13 19:00:00,993525,Rajkot,Gujarat,OTP_FRAUD,24654.57,PNB,"Someone called claiming to be from PNB and asked for my OTP, after which Rs 24,655 was transferred out of my account. Complainant: Vikram Verma.",FILED,362.0,70.0,4.125,189.8,89.8
COMP-2024-08958,2024-11-20 16:00:00,2024-11-20 16:30:00,302583,North 24 Parganas,West Bengal,LOAN_SCAM,20185.81,CANARA,"I, Anjali Gupta, was asked to pay a processing fee of Rs 20,186 through CANARA for an instant loan app that never disbursed any loan.",FILED,478.0,36.0,2.0,158.5,90.6
COMP-2024-08959,2024-05-09 09:00:00,2024-05-09 14:43:00,476472,Surat,Gujarat,UPI_FRAUD,6561.99,PNB,"I, Manoj Iyer, received a UPI collect request I did not recognise and Rs 6,562 was debited from my PNB account without my authorisation.",FILED,362.0,70.0,4.125,189.8,89.8
COMP-2024-08960,2024-09-04 09:00:00,2024-09-04 11:37:00,396341,Howrah,West Bengal,KYC_SCAM,25743.85,KOTAK,"I got a call saying my KOTAK KYC will expire and after sharing OTP Rs 25,744 was withdrawn. This is Kavita Reddy reporting the incident.",FILED,478.0,36.0,2.0,158.5,90.6
COMP-2024-08961,2024-06-23 16:00:00,2024-06-23 17:33:00,438263,Howrah,West Bengal,INVESTMENT_FRAUD,5000000.0,AXIS,"I invested Rs 5,000,000 through AXIS into a trading platform recommended in a social media group and am now unable to withdraw. Reported by Priya Nair.",CASH_TRACED,478.0,36.0,2.0,158.5,90.6
COMP-2024-08962,2024-11-17 18:00:00,2024-11-17 23:53:00,168447,Puducherry,Puducherry,OTHER,10832.43,ICICI,"This is Suresh Rao. An unknown transaction of Rs 10,832 occurred on my ICICI account and I suspect fraud.",UNDER_INVESTIGATION,2.0,0.0,0.0,199.7,91.3
COMP-2024-08963,2024-04-13 22:00:00,2024-04-14 05:17:00,365927,Karnal,Haryana,UPI_FRAUD,20655.7,AXIS,"I, Suresh Joshi, received a UPI collect request I did not recognise and Rs 20,656 was debited from my AXIS account without my authorisation.",UNDER_INVESTIGATION,401.0,7.0,0.0,418.6,43.3
COMP-2024-08964,2024-09-12 10:00:00,2024-09-12 16:46:00,851188,Warangal Urban,Telangana,KYC_SCAM,40033.99,KOTAK,"I got a call saying my KOTAK KYC will expire and after sharing OTP Rs 40,034 was withdrawn. This is Anjali Mehta reporting the incident.",UNDER_INVESTIGATION,593.0,119.0,1.0434782608695652,400.1,79.1
COMP-2024-08965,2024-02-25 14:00:00,2024-02-25 20:32:00,368843,Karnal,Haryana,OTP_FRAUD,8251.68,CANARA,"Someone called claiming to be from CANARA and asked for my OTP, after which Rs 8,252 was transferred out of my account. Complainant: Amit Iyer.",FILED,401.0,7.0,0.0,418.6,43.3
COMP-2024-08966,2024-08-13 16:00:00,2024-08-13 21:10:00,674977,Amritsar,Punjab,LOAN_SCAM,462904.48,HDFC,"I, Sanjay Nair, was asked to pay a processing fee of Rs 462,904 through HDFC for an instant loan app that never disbursed any loan.",UNDER_INVESTIGATION,102.0,31.0,0.5,142.9,66.4
COMP-2024-08967,2024-10-01 11:00:00,2024-10-01 13:06:00,792294,Kavaratti,Lakshadweep,UPI_FRAUD,9182.09,UNION,"I, Manoj Patel, received a UPI collect request I did not recognise and Rs 9,182 was debited from my UNION account without my authorisation.",CLOSED,0.0,0.0,0.0,92.8,73.5
COMP-2024-08968,2024-01-20 14:00:00,2024-01-20 15:10:00,763393,Howrah,West Bengal,LOAN_SCAM,11086.49,HDFC,"I, Arjun Gupta, was asked to pay a processing fee of Rs 11,086 through HDFC for an instant loan app that never disbursed any loan.",FILED,478.0,36.0,2.0,158.5,90.6
COMP-2024-08969,2024-09-05 21:00:00,2024-09-06 04:35:00,178195,Varanasi,Uttar Pradesh,UPI_FRAUD,36312.12,CANARA,"I, Vikram Joshi, received a UPI collect request I did not recognise and Rs 36,312 was debited from my CANARA account without my authorisation.",CASH_TRACED,2639.0,123.0,-0.45098039215686275,171.6,76.1
COMP-2024-08970,2024-02-20 14:00:00,2024-02-20 17:43:00,136237,Vadodara,Gujarat,OTP_FRAUD,2845.03,UNION,"Someone called claiming to be from UNION and asked for my OTP, after which Rs 2,845 was transferred out of my account. Complainant: Amit Verma.",FILED,362.0,70.0,4.125,189.8,89.8
COMP-2024-08971,2024-03-24 10:00:00,2024-03-24 11:15:00,274476,Kanpur Nagar,Uttar Pradesh,LOAN_SCAM,27287.99,HDFC,"I, Manoj Rao, was asked to pay a processing fee of Rs 27,288 through HDFC for an instant loan app that never disbursed any loan.",FILED,2639.0,123.0,-0.45098039215686275,171.6,76.1
COMP-2024-08972,2024-05-16 10:00:00,2024-05-16 14:45:00,174072,Ahmedabad,Gujarat,UPI_FRAUD,19329.98,UNION,"I, Suresh Joshi, received a UPI collect request I did not recognise and Rs 19,330 was debited from my UNION account without my authorisation.",UNDER_INVESTIGATION,362.0,70.0,4.125,189.8,89.8
COMP-2024-08973,2024-12-20 09:00:00,2024-12-20 12:49:00,108004,Chennai,Tamil Nadu,UPI_FRAUD,10808.49,SBI,"I, Priya Rao, received a UPI collect request I did not recognise and Rs 10,808 was debited from my SBI account without my authorisation.",UNDER_INVESTIGATION,144.0,75.0,0.13333333333333333,252.8,70.7
COMP-2024-08974,2024-12-06 18:00:00,2024-12-06 23:13:00,590364,Bhagalpur,Bihar,UPI_FRAUD,16937.04,PNB,"I, Amit Iyer, received a UPI collect request I did not recognise and Rs 16,937 was debited from my PNB account without my authorisation.",FILED,309.0,5.0,-0.6666666666666666,168.1,75.4
COMP-2024-08975,2024-11-03 17:00:00,2024-11-03 20:23:00,919226,Dibrugarh,Assam,UPI_FRAUD,15595.04,AXIS,"I, Suresh Joshi, received a UPI collect request I did not recognise and Rs 15,595 was debited from my AXIS account without my authorisation.",FILED,696.0,465.0,2.451923076923077,167.1,32.6
COMP-2024-08976,2024-05-25 18:00:00,2024-05-25 18:47:00,321324,Nizamabad,Telangana,UPI_FRAUD,141946.91,AXIS,"I, Sunita Nair, received a UPI collect request I did not recognise and Rs 141,947 was debited from my AXIS account without my authorisation.",UNDER_INVESTIGATION,593.0,119.0,1.0434782608695652,400.1,79.1
COMP-2024-08977,2024-07-07 09:00:00,2024-07-07 14:03:00,284600,Leh,Ladakh,OTP_FRAUD,16605.96,SBI,"Someone called claiming to be from SBI and asked for my OTP, after which Rs 16,606 was transferred out of my account. Complainant: Ravi Verma.",CASH_TRACED,0.0,0.0,0.0,146.8,82.4
COMP-2024-08978,2024-09-09 18:00:00,2024-09-09 19:27:00,679541,Puducherry,Puducherry,KYC_SCAM,17181.47,CANARA,"I got a call saying my CANARA KYC will expire and after sharing OTP Rs 17,181 was withdrawn. This is Priya Kumar reporting the incident.",FILED,2.0,0.0,0.0,199.7,91.3
COMP-2024-08979,2024-08-03 18:00:00,2024-08-03 23:51:00,285988,Chandigarh,Chandigarh,OTHER,6584.09,ICICI,"This is Manoj Rao. An unknown transaction of Rs 6,584 occurred on my ICICI account and I suspect fraud.",FILED,26.0,1.0,0.0,240.5,54.4
COMP-2024-08980,2024-12-26 10:00:00,2024-12-26 13:15:00,247805,Tiruchirappalli,Tamil Nadu,KYC_SCAM,11291.92,AXIS,"I got a call saying my AXIS KYC will expire and after sharing OTP Rs 11,292 was withdrawn. This is Suresh Reddy reporting the incident.",FILED,144.0,75.0,0.13333333333333333,252.8,70.7
COMP-2024-08981,2024-09-06 09:00:00,2024-09-06 11:08:00,934978,Hubballi-Dharwad,Karnataka,OTP_FRAUD,685.13,PNB,"Someone called claiming to be from PNB and asked for my OTP, after which Rs 685 was transferred out of my account. Complainant: Manoj Mehta.",UNDER_INVESTIGATION,1101.0,0.0,0.0,192.1,78.3
COMP-2024-08982,2024-04-18 20:00:00,2024-04-18 22:31:00,686932,Kota,Rajasthan,UPI_FRAUD,78430.31,IDBI,"I, Kavita Gupta, received a UPI collect request I did not recognise and Rs 78,430 was debited from my IDBI account without my authorisation.",CASH_TRACED,941.0,90.0,2.0,293.5,49.8
COMP-2024-08983,2024-01-30 20:00:00,2024-01-30 20:23:00,722163,Dibrugarh,Assam,LOAN_SCAM,32667.23,KOTAK,"I, Arjun Nair, was asked to pay a processing fee of Rs 32,667 through KOTAK for an instant loan app that never disbursed any loan.",UNDER_INVESTIGATION,696.0,465.0,2.451923076923077,167.1,32.6
COMP-2024-08984,2024-01-07 22:00:00,2024-01-07 22:54:00,290635,Bilaspur,Chhattisgarh,LOAN_SCAM,73794.79,KOTAK,"I, Vikram Nair, was asked to pay a processing fee of Rs 73,795 through KOTAK for an instant loan app that never disbursed any loan.",UNDER_INVESTIGATION,90.0,9.0,-0.8,246.5,80.4
COMP-2024-08985,2024-05-30 18:00:00,2024-05-30 19:09:00,752872,Kamrup Metropolitan,Assam,OTP_FRAUD,8924.8,SBI,"Someone called claiming to be from SBI and asked for my OTP, after which Rs 8,925 was transferred out of my account. Complainant: Ravi Verma.",UNDER_INVESTIGATION,696.0,465.0,2.451923076923077,167.1,32.6
